arrival_settlement,arrivals_total,arrivals_males,arrivals_females,arrivals_children,final_destination,origin_hazard,origin_settlement
Awdigle3,20,3,5,12,True,Conflict,Awdheegle
Buulo-Nurka,4,1,1,2,True,Drought,Geg yarow
Alle Suge IDP,40,8,14,18,True,Drought,Ganboole and Bangoronyo 
Alasuge,20,2,7,11,True,Conflict,Xawaadley
Ahmed Bin Xambal,1,1,0,0,True,Drought,Koban
Fanole,28,5,9,14,True,Conflict,Jilib
Buurow,6,2,2,2,True,Drought,Berdale
Bortuqow,7,1,2,4,True,Conflict,Barwaaqo
Gorgor,7,1,1,5,True,Conflict,Jameeco
Kabka,6,1,1,4,True,Conflict,Balcad 
Buula Adan,27,5,8,14,True,Conflict,Anole
Lawile,17,4,8,5,True,Conflict,Sabiib
Baaruud Xaanshi,7,2,2,3,True,Drought,Khansaxdheere 
Rojo,6,2,2,2,True,Drought,Saakow
Mareerey,33,10,16,7,True,Flood,Jameeco misra 
Loojar Wiine,5,1,2,2,True,Drought,Waajid
Barkadle 2,5,1,2,2,True,Drought,Tugeerhoos
Tawakal,5,2,1,2,True,Conflict,Buula jadiid
Horseed,5,1,2,2,True,Drought,Tuur Wailun
Kanaanah,6,1,2,3,True,Drought,Halaayow
Baqaley,4,1,2,1,True,Drought,Isduugte
Raaxole,17,3,4,10,True,Conflict,Xawadley
Awgeedi,15,4,5,6,True,Conflict,Awdheegle
Qootey,65,17,19,29,True,Drought,Lahelow
Indhaceel,25,4,9,12,True,Drought,Buq Aqable and Hilo-Banaan
Beesaani,22,3,5,14,True,Conflict,Awdheegle
Wadajir,25,5,10,10,True,Drought,Cagwalaf 
Gareeri Yarey,2,1,0,1,True,Drought,Shibeelow
Banreera,3,1,1,1,True,Drought,Tugeerhoos
Taangi,8,2,2,4,True,Conflict,Balcad 
11-Janaay-1,5,1,2,2,True,Drought,Uffurow
Beladul Amin 3,6,2,2,2,True,Drought,Usmail
Ceelboon,3,1,1,1,True,Drought,Ceelboon
Kurji,4,1,1,2,True,Drought,War Garasle
Jeelow,4,1,2,1,True,Drought,Awdinle
Buulo Qalooc,5,1,1,3,True,Drought,Korey
Liban IDP,24,6,8,10,True,Conflict,Liimoole
Kabasa,40,10,10,20,True,Drought,Dinsoor
Mubarak,27,5,9,13,True,Drought,Dhobey
Buulo Hussein,1,0,1,0,True,Drought,Harbole 
Barakow,5,1,1,3,True,Drought,Waraabow
Hillaac,6,1,2,3,True,Drought,Lamo Warood
Abaq Haluul,4,1,1,2,True,Drought,Idad Koble
Waaberi IDP,6,1,1,4,True,Drought,Bardaha
Gar faale,20,5,5,10,True,Conflict,Sabiib
Shabeelle,6,2,2,2,True,Drought,Qoryooley
Ban-Yal,5,1,2,2,True,Drought,Qardha
Gaheer,8,2,3,3,True,Drought,Gaheer
Abal 3,3,1,1,1,True,Conflict,Baraka
Banreer,5,1,1,3,True,Drought,Shambaley
Kaxda Nabada,7,1,2,4,True,Conflict,Soya
Ceynabo,4,1,1,2,True,Drought,jiciboow
Omane,5,1,1,3,True,Drought,Baarsaare
Kananax Camp,4,1,2,1,True,Drought,Qotqot
Keerow Malaagdi,6,2,2,2,True,Drought,Dooynuunay
Xirmo-Waamo,3,1,1,1,True,Drought,Abag jibeed
Buulo Gudud,5,1,2,2,True,Drought,Halaayow
Buundo 1,20,3,4,13,True,Conflict,Awdheegle
Xero koowaad,5,0,2,3,True,Conflict,Warta cad
Hariyale,22,7,9,6,True,Conflict,Sabiib
Buulo Mohamud,37,6,13,18,True,Conflict,Mubarak
Deebweyne,23,8,8,7,True,Conflict,Buula shiekh
Ceel Dheere,21,3,5,13,True,Conflict,Janaale
Dacaara,25,5,7,13,True,Conflict,Dacaraha
Hareeriley,20,6,10,4,True,Flood,Situation is very bad 
Duurow,15,3,4,8,True,Conflict,Awdheegle
Buulo Nishow,4,1,1,2,True,Drought,Maarey
Safar-Nooley,3,1,1,1,True,Drought,Diinsoor
Qod-Qod,4,1,1,2,True,Drought,Mooro Mukhtar
Arbohiray,4,1,1,2,True,Drought,Deg Suuf
Jafey,4,1,1,2,True,Drought,Jafey
Taleeh Village,2,1,1,0,True,Drought,Qaashaaley
Reebaay,17,3,4,10,True,Drought,Bulogadud
Howlahagud,18,6,8,4,True,Conflict,Farxane
Dhuumodle,24,4,7,13,True,Conflict,Bariire
Yab Yab,3,1,1,1,True,Drought,Yab Yab Village
Deg-Gomor,18,6,4,8,True,Drought,Diinsoor
Qansaxley,57,12,15,30,True,Drought,Adabla weyn
Dogob,5,0,1,4,True,Drought,Babaa
Jabi,6,1,3,2,True,Conflict,Diinsoor
Barawe 2,1,0,1,0,True,Drought,Bula xaji 
Jilelow Camp,4,1,1,2,True,Drought,Adiiley
Weel Tugar,4,1,1,2,True,Drought,Kaysaney
Weeyl Daage,5,1,1,3,True,Drought,Iidey
Nuurkaa,4,1,1,2,True,Drought,Tugaar-Hoosle
Xabiibayaal,4,1,1,2,True,Drought,Gurbaan
Gal Gal Onlay,18,3,7,8,True,Drought,Misra
Lafo Barkato,12,3,4,5,True,Drought,Csdo dheero
Bula Esan IDP Centre,24,6,8,10,True,Conflict,Cadayli
Gadude,99,25,31,43,True,Conflict,Baladul aamiin
Akaro,7,1,1,5,True,Conflict,Qoondhood village 
Qeyre,1,1,0,0,True,Drought,Mashaqo 
Howlwadag2,7,2,2,3,True,Drought,Tugaar-Hoosle
Dhato,3,1,1,1,True,Drought,Dandhe
Dharkanley,4,1,1,2,True,Drought,Moofi 
Bilile,4,1,1,2,True,Drought,Buulo Ajuuse
Bulo Omaan,4,1,1,2,True,Drought,Bulo Omaan
Yaaq Braawe,4,1,1,2,True,Drought,Weel garas
Xarardheere,4,0,2,2,True,Eviction,Qoryoooley
Barbaray,34,10,13,11,True,Conflict,Mareerey
Deeqrabi,27,4,8,15,True,Conflict,Janaale
Kasahoman,30,9,11,10,True,Conflict,Sabiib
Ideed Koblee,7,3,2,2,True,Drought,Berdaale bayeed
Ban-Tubaako,3,1,1,1,True,Drought,Dublay
War-Garas,6,2,2,2,True,Drought,Diinsoor
Gaduuday,12,3,5,4,True,Drought,Diinsoor
Kurman,7,1,2,4,True,Drought,Uffurow
Aliyow Keerow,4,1,1,2,True,Drought,Jawaarey
Abaq Dheere,6,2,2,2,True,Drought,Kurti
Jiidow Bakool,5,1,2,2,True,Drought,Xudur
Adad-Gerey,4,1,1,2,True,Drought,Raxoole
Reydab Qandhole,6,1,2,3,True,Drought,Baarsaare
Hinshi Roole,5,1,2,2,True,Drought,Abag-Beday
Mushka,3,1,1,1,True,Drought,Ufurow
Buulo-Fuur,4,1,1,2,True,Drought,Reebay
Hiidoorow,17,3,5,9,True,Conflict,Bariire and Awdheegle
Ceeryaamo,19,4,6,9,True,Conflict,Sabiib and caanoole
Buur Helade,6,2,2,2,True,Conflict,Buur eyla 
Wereg,5,2,1,2,True,Drought,Qotqot
Garaska Shabada,3,1,1,1,True,Drought,Diinsoor
Kashide,18,5,5,8,True,Drought,Tugaar
Garguur 2,8,2,3,3,True,Drought,Bodan
Kurman,4,1,2,1,True,Drought,Diinsoor
Eeg Iyo Ali Mumun,12,4,4,4,True,Drought,Balaanbale
Reidaba,6,2,1,3,True,Drought,Reidaba
Burkuus,3,1,1,1,True,Conflict,Baidoa 
Yaqashid,5,1,1,3,True,Drought,Esow
Jafaay,3,1,1,1,True,Drought,Gurbaan
Aw-Raame,4,1,1,2,True,Drought,Asho Guure
Hawal Been,3,1,1,1,True,Drought,Ufurow
Deemir,28,8,11,9,True,Conflict,Awdeegle
New Alla Aamin,64,18,26,20,True,Drought,Raamo and ganboole 
Rajo,6,1,1,4,True,Conflict,Jowhar
Afrax / Kam Barwaaqo,7,1,1,5,True,Conflict,Jawhar 
Kuusow,16,3,5,8,True,Conflict,Awdheegle and bariire
Waradoy,4,1,2,1,True,Drought,Diinsoor
Jowle 2,6,1,1,4,True,Drought,Qaryooley
Waberi2,3,1,1,1,True,Drought,Buulo Fulaay
Galmadege,18,5,6,7,True,Drought,Ufurow
Tugaar-Hoosle,4,1,1,2,True,Drought,Diinsoor
Bakalka,5,1,1,3,True,Drought,Kaysaney
Waambato,12,3,6,3,True,Drought,Tugaar hosle
Baas Ma'Arke,6,2,2,2,True,Conflict,Rabdhuure 
Burti Muun,5,1,2,2,True,Drought,Deg Suuf
Biile 2,5,1,2,2,True,Drought,Weel duure
Mahadaay,5,1,2,2,True,Conflict,Bariri
Buula Muktar,33,9,10,14,True,Conflict,Awdhiigle
Berdale Ayle,3,1,1,1,True,Drought,Buur helade
Alla Tuug,8,2,2,4,True,Conflict,Cadale
Shukurow,10,2,2,6,True,Conflict,Jawhar 
Kayow,30,8,14,8,True,Conflict,Buulo shiekh
Buulo Jadiid,7,2,2,3,True,Drought,Buulo Fuur
Abal-5,5,1,1,3,True,Drought,Baarsaare
Bantiifow,6,2,2,2,True,Conflict,Jilib
War Gaduuda,3,1,1,1,True,Drought,Diinsoor
Xasaan,6,1,2,3,True,Eviction,Kurtunwareey
Intifaac,21,5,6,10,True,Conflict,Awdheegle
Adc-3,6,2,2,2,True,Drought,Oofllaw
Buur Eeyle-2,3,1,1,1,True,Drought,Deynuuny
Idad Koble,3,1,1,1,True,Drought,Gurbaan
Adable Ade,3,1,1,1,True,Drought,Belet Weyne
Adable Oomane,6,2,2,2,True,Drought,Buulo Barake
Badbaado,8,3,2,3,True,Drought,Ismaaciil
Bandhumi,3,1,1,1,True,Drought,Wabiyow
Abag-Tag,6,1,2,3,True,Drought,Arbohiray
Kaamka Jiingadda,6,1,2,3,True,Drought,Jowhar
Geed Cashar,35,13,12,10,True,Flood,Far barki 
Mariya,20,4,6,10,True,Conflict,Awdheegle
Beer Dhinbil 2,3,1,1,1,True,Drought,Beer Dhinbil 3
Gubti Weyn,3,1,1,1,True,Drought,Sagaal mundul
Dooyale2,15,4,5,6,True,Conflict,Shabellow
Badanbadey,5,2,2,1,True,Drought,Buulo Maal
Gaduudo Dhunti,6,1,2,3,True,Drought,Gaduudey village 
Maxaa Deex,34,10,13,11,True,Flood,Far barki 
Haruun,36,12,16,8,True,Conflict,Canoole
Buur Fuule 1,6,2,2,2,True,Drought,Wardiire 2
Marko,6,1,2,3,True,Drought,Baletweyne
Gariswiin,3,1,1,1,True,Conflict,Ufurow
Kurtun,4,1,1,2,True,Drought,Yaaq Braawe
Ras-Cade,3,1,1,1,True,Drought,Ufurow
Biile 1,3,1,1,1,True,Drought,Weeyl Daage
Baanow,3,0,1,2,True,Drought,Mowkubow
Dirir,5,1,2,2,True,Drought,Adan Yabaal
Reeboy,7,2,2,3,True,Conflict,Balcad 
Rama Cadey,19,6,8,5,True,Conflict,Awdeegle
Musaley,20,3,6,11,True,Conflict,Caanoole
Allaa wayn,18,3,5,10,True,Conflict,Awdheegle
Bohol Galanjo,4,1,2,1,True,Drought,Buulo Barake
Buur Hakaba-2,5,1,2,2,True,Drought,Buur Hakaba 
Bandub,6,1,1,4,True,Drought,Asharow
Kaam ilaal,4,0,2,2,True,Eviction,Adan Yabaal
Buurfuule Shibelow,4,1,1,2,True,Drought,Buurfuule Shibelow
Biyooley 1,5,1,2,2,True,Drought,Doolow
Buulo Ciir,6,2,2,2,True,Drought,Uffurow
Kutowari,31,5,9,17,True,Conflict,Awdheegle
Isnai,60,14,19,27,True,Drought,Bayaxaaw Village 
Haji Abdulahi,69,20,25,24,True,Conflict,Buula aamow
Gumar dheere,4,1,1,2,True,Drought,Bakol
Musquley,3,1,1,1,True,Drought,Qurdubay
Qurac damer,29,6,10,13,True,Drought,Lahelow
Bilcil Barako IDP,2,0,1,1,True,Other,Karantil VILLAGE 
Jiracle,30,10,10,10,True,Drought,Bursagar 
Madina,3,1,1,1,True,Drought,Gubada
Waaberi,5,1,1,3,True,Drought,Guba
Haanoy,4,1,1,2,True,Other,Maganeey village 
Hilal,23,6,8,9,True,Conflict,Durbaan
Ladan,4,1,1,2,True,Drought,Ethiopia
Kebo,1,0,1,0,True,Drought,Koban 
Maykarabey,2,0,1,1,True,Other,Caracasa village 
Buur Heybe,5,2,2,1,True,Drought,Buur eylu
Raydabale,3,1,1,1,True,Drought,Gelgel
Ban Dhuub,6,1,2,3,True,Drought,Deg-Gomor
Kurtele,26,8,11,7,True,Conflict,Awdeegle
Tuni Camp,5,1,2,2,True,Drought,Geelwaay
Tawakal,12,1,2,9,True,Conflict,Cergaabo
Al-amin,7,2,3,2,True,Conflict,Labi-foorar
WelEyle Camp,23,3,7,13,True,Conflict,Sabiib iyo anole
Hanano 2,4,1,1,2,True,Drought,Goof Gaduud Buuray
Yaaq Braawe,6,1,1,4,True,Drought,Weel garas
Kanaanah,4,1,1,2,True,Drought,Barakow
Guudal,3,1,2,0,True,Drought,Sarmaan village
xidig,25,8,10,7,True,Drought,Aliyow Barow
Baylod,11,3,3,5,True,Conflict,Siiney
Berdaha,6,1,2,3,True,Drought,Caag
Maanyow,6,2,1,3,True,Drought,Maanyow
Balad amiin,24,6,8,10,True,Conflict,Heero
Taakulo,17,4,5,8,True,Conflict,Awdheegle
Dhuumodle,21,4,7,10,True,Conflict,Sabib
Xurfada,27,6,8,13,True,Conflict,Ina jiirow
Dingras,2,0,1,1,True,Conflict,October
Muuriye,1,0,1,0,True,Conflict,October
Blook,58,11,17,30,True,Conflict,Gaaleef
Weel Golool,4,1,1,2,True,Drought,Nuurkaa
Howlwadag2,10,2,2,6,True,Drought,Mirse
New Alla Aamin,54,9,17,28,True,Drought,Jawaay and Moorogubad
War Garasle,6,2,2,2,True,Drought,Qod Qode 
Asaley,10,2,3,5,True,Conflict,Ceel Axmed
Banaadir,6,2,2,2,True,Drought,Galkacyo
Doonyarow 2,29,8,12,9,True,Conflict,Awdeegle
Eylo 2,24,8,9,7,True,Conflict,Awdeegle
Mareerey,37,15,12,10,True,Flood,Far barki 
Buula Qalif,27,5,8,14,True,Conflict,Makuy dheere 
Mahad Alle,21,6,8,7,True,Conflict,Baladul Aameen
Maqbuul camp,2,1,1,0,True,Conflict,October
Dhabad,33,3,15,15,True,Drought,Caracase 
Dondardiir,5,1,3,1,True,Drought,Dondardiir village
Alle Suge IDP,53,13,17,23,True,Drought,Raamo and Ganboole 
Ifo Bay-1,5,1,2,2,True,Drought,Berdale 
Raage Iidle,7,1,2,4,True,Drought,Macaan Qaale 
Doonsubagle Gaduudoow,14,2,4,8,True,Drought,Madaa
Beer Dhinbil 2,5,1,1,3,True,Drought,Dalandole-2
Buulo Agoon,6,1,2,3,True,Drought,Bacaadweyn
Buur Madow,3,1,1,1,True,Drought,Waraabow
Jawaabsan,19,4,5,10,True,Conflict,Awdheegle
Abuurow,4,1,2,1,True,Drought,Buulo-Gomor
Imey,2,0,1,1,True,Conflict,October
Faroole,48,8,13,27,True,Drought,Buulo feermo and Sabdow
Tieglow,2,0,2,0,True,Drought,Tieglow district
Gaheer,6,2,2,2,True,Drought,Gaheer
Toratorow,4,1,1,2,True,Drought,Berdale
Wadajir-4,7,2,2,3,True,Drought,Xudur
Mahad Alle-2,3,1,1,1,True,Conflict,Daynuunay 
Ifo Bay-2,4,1,1,2,True,Drought,Berdale
Allah Umaqan,6,2,2,2,True,Drought,Wariish
Taqwa camp,5,2,2,1,True,Flood,Wanlaweyn
Buulo Bari,10,0,2,8,True,Drought,Aborey
Walaq-1,7,2,2,3,True,Drought,Buur Midoowe 
Alhamdullahi,24,4,8,12,True,Conflict,Abaq talaal
Mirayo,9,2,3,4,True,Conflict,Wargaabo
Jafey,5,1,2,2,True,Drought,Jafey
Isbile,6,2,2,2,True,Drought,Shibeelow
Tawakal2,6,1,2,3,True,Drought,Durdur
Gedisoy,2,0,1,1,True,Drought,Gaabey
Kaxandhaale,31,7,9,15,True,Drought,Balihawd and dabat areas
Aboore 1,3,1,1,1,True,Drought,Gelgel
Danyar IDPs,49,10,14,25,True,Drought,Malayle and gamboole
Qaboobe,7,2,2,3,True,Conflict,Awdhegle
Faarax-Gololey,38,15,11,12,True,Flood,Jameeco misra 
Waareeyle,9,2,2,5,True,Drought,Kamorow
Shamiindo,53,10,15,28,True,Conflict,Bursho sheikh
Iskiri,8,2,3,3,True,Drought,Iskiri
Waab-Doore,3,1,1,1,True,Drought,Raamo adey
Danwadaag,51,8,16,27,True,Drought,Raamo and jawaay
Madina,6,1,2,3,True,Drought,Erasi
Celasha,5,1,1,3,True,Drought,Wagdi
Shiidile,6,2,2,2,True,Drought,Shiidile
Dhurshenshibele,4,1,1,2,True,Drought,Dhurshenshabele village
Yaman,6,1,2,3,True,Drought,Taleex
Qasaley,4,1,2,1,True,Drought,Tufka
Daniya,4,1,1,2,True,Conflict,Jiir
Dalandole-3,4,1,1,2,True,Drought,Awdinle
Taangi,5,0,1,4,True,Conflict,Ceeldheer
Madoy,14,4,5,5,True,Conflict,Xawalo barbaro
Najax,29,6,9,14,True,Conflict,Bufow
Barakow,6,1,1,4,True,Drought,Deg yarow
Hillaac,8,2,2,4,True,Drought,Horsed
Tabarow,6,2,2,2,True,Drought,Maanyow
Awal Barwaqo,4,2,1,1,True,Drought,Deynuuney
Harubka Hirow,2,1,1,0,True,Drought,Biyooley
Bisigey Camp,25,5,8,12,True,Conflict,Baladu aamiin
Buula Fulay,6,2,2,2,True,Drought,Xudur
Hamdi,3,1,1,1,True,Flood,Kurtunwaarey
Barkaanle1,8,2,2,4,True,Eviction,Ceeldheer
Buulo Jadiid,8,2,3,3,True,Drought,Biyooley
Rasmi,9,3,4,2,True,Drought,Ethiopia
Hibow,5,1,2,2,True,Drought,Hibow
Afrax / Kam Barwaaqo,5,1,1,3,True,Eviction,Adan Yabaal
Waab Garaad,3,1,1,1,True,Drought,Wabgarad village
Tuulada Isgos,35,11,15,9,True,Flood,Jameeco misra 
Bas Maleh,7,2,2,3,True,Drought,Dooynunay
Xawaal-Makay,5,2,1,2,True,Drought,Ceel-waniini 
War-Midow,3,1,1,1,True,Drought,Diinsoor 
Jiliyale,68,14,21,33,True,Drought,Bayaxaaw and Primo Zendo
Yab Yab,1,0,1,0,True,Drought,Yab Yab Village
Kulan Jareer,4,1,2,1,True,Drought,Kulanjareer village
Buula Issack,5,1,2,2,True,Drought,Saakow
Laandheer,27,7,9,11,True,Conflict,Dalsan
Ceel Burro,4,2,1,1,True,Drought,Ceel Burro
Abag Haluul,4,1,1,2,True,Drought,Elgaras
Guru Oy Elbay,5,1,1,3,True,Conflict,Berdale 
Dhuuma Dhuumaay,59,19,18,22,True,Drought,Lahelow
Daryeel,43,9,14,20,True,Drought,Madiina cad and bayaxaaw
Hilaac,20,3,5,12,True,Drought,Bakal
Marko,6,1,1,4,True,Drought,Balet weyne 
Marayla1,4,1,1,2,True,Drought,Ufurow
Idin Alle,5,1,3,1,True,Conflict,Daynuunay 
Dudumale,38,10,15,13,True,Flood,Far barki 
Farsamada,30,6,8,16,True,Drought,Xabeeble and Yasooman
Hareera Boor,4,1,1,2,True,Drought,Adeygaraar
Ciidweyne,34,4,15,15,True,Drought,Baqtiiley 
Kafaaya,6,1,1,4,True,Conflict,Adan Yabaal
Weel Tugar,5,1,1,3,True,Drought,Gesiile
Weeyl Daage,4,1,1,2,True,Drought,Malablay
Buurfuule,27,8,10,9,True,Drought,Leego
Maroodi Jeex,28,6,9,13,True,Conflict,Lamagalay
Caanole,27,5,9,13,True,Conflict,Awdhigle
Gargaar,1,0,1,0,True,Conflict,October
Gabaa Degsoy,7,2,2,3,True,Drought,Ceel qaras
Towsile 3,3,1,1,1,True,Drought,Luuq 
Reydabaale,5,2,1,2,True,Drought,Reydabaale
Sheikh Oyaaye 1,63,13,18,32,True,Conflict,Biyacade and Miirocaruud
Fathu-Rahman,3,1,1,1,True,Drought,Shibeelow
Raxole Camp,5,1,2,2,True,Other,Qotoqot
Arlaadi IDP camp,4,1,2,1,True,Drought,Tuutes 
Deeq Alle,29,5,9,15,True,Conflict,Xawaadley
Unlawe / Aw Adoon,3,1,1,1,True,Conflict,Adan Yabaal
Tawakal Sigalow,3,1,1,1,True,Drought,Ethiopia
Ladan,7,2,1,4,True,Drought,Sanjif
Salaam 2,12,2,2,8,True,Drought,Balibusle
Tulo-jibriil,22,5,7,10,True,Drought,Funujo 
Burdaar 2,8,1,2,5,True,Conflict,Alkawsar 
Arshabeel,27,5,8,14,True,Conflict,Buur Diinle
Kahweyna,4,0,1,3,True,Drought,Guba
Garsoor,4,1,3,0,True,Drought,Jafey fakuure
Abal-5,3,1,1,1,True,Drought,Goof Gaduud Buuray
Qansax Oomane,17,5,5,7,True,Drought,Funujo 
Biile 2,4,1,1,2,True,Drought,Gaanugay
Burti Muun,6,1,2,3,True,Drought,Weel doore
Waaberi,6,1,1,4,True,Conflict,Boholyexaas 
Wereg,6,2,2,2,True,Drought,Tugaar hosle
Mubarak,3,1,1,1,True,Drought,Dondheere
Bakaley,7,2,2,3,True,Drought,Bakaley
Mubark-2,4,1,2,1,True,Conflict,Buulo Maal
Biyaso (Horsed / biyaso waaqwaaqley),66,12,20,34,True,Drought,Jacjaclay and miirduur
Wadajir Horseed,6,2,2,2,True,Drought,Barariye
Gawiido,12,2,5,5,True,Drought,Funujo 
Weeley,4,2,1,1,True,Drought,Waberi
Biyaso,66,10,19,37,True,Drought,Balcaano and 7jaziira
Low Mogii,5,1,3,1,True,Drought,Low mogii village
Alla Tuug,7,1,1,5,True,Conflict,Ceel dheer.
Nasibwag,20,4,6,10,True,Conflict,Barire
Bidi,13,3,4,6,True,Drought,Dahar
Dooday,6,2,2,2,True,Drought,Dooday
Hareed,20,6,8,6,True,Drought,Sagaroole
Burweyn,1,0,1,0,True,Eviction,October
Delmo,52,9,15,28,True,Conflict,Cadaan laxeey
Abag-Beday,6,2,3,1,True,Drought,Dudumaale village
Dayax Siigaalow,3,1,1,1,True,Drought,kabxanleey
Warsan,7,2,2,3,True,Drought,Misra
Shugaay,5,2,1,2,True,Drought,Moodi moodi
Alla-Amin,3,1,1,1,True,Drought,Awdinle
Garas Mintan,2,0,1,1,True,Drought,Bakaari
Ladan,18,3,5,10,True,Drought,Ethiopia
Sariiraale,59,12,19,28,True,Conflict,Lamagaras' Masajid cali gaduud and Ceelbaraf 
Bulaciir,31,7,11,13,True,Conflict,Donburale
Widey Rahman-1,3,1,1,1,True,Drought,Dinsoor 
Qurac jomo,1,0,1,0,True,Conflict,October
Mustaqbal 2B,6,1,1,4,True,Drought,Xerojalle
Babawiine,5,2,1,2,True,Drought,Abagbeedey village
Wadajir,20,5,10,5,True,Drought,Caracase 
Marka Adooy,18,3,5,10,True,Conflict,Mubarak
Mahad Alle-3,7,2,2,3,True,Drought,Moolamad 
Gubad Galoole,6,2,1,3,True,Drought,Donfuul village
Garasley,21,4,3,14,True,Conflict,Yaasiin laawe
Lawiley camp,15,2,3,10,True,Conflict,Buureeylo
Horgoyta,3,1,2,0,True,Drought,Barbaare 
Nasib Wanag 2,4,1,1,2,True,Drought,Gurbaan
Odaa,28,8,10,10,True,Drought,Bursagar
Mashkur,1,0,1,0,True,Eviction,October
Jarato,2,0,1,1,True,Conflict,October
Geedbarbar,5,1,2,2,True,Drought,Geedbarbar
Balguri IDPs,52,11,16,25,True,Conflict,Warciise and gaaleef
Sigaalow Qayr Qabe,3,0,1,2,True,Drought,ceel idaad
Hirmo Liiban,6,2,2,2,True,Drought,Awdinle
Tabarak,5,1,2,2,True,Drought,Modamoode
Alle Qabe,6,1,2,3,True,Drought,Garsaaley
Doyale,4,1,1,2,True,Drought,quracle wabar
Gaal Weel,6,2,2,2,True,Drought,Hakaba
Dulmediid,5,2,2,1,True,Drought,Misra
Balan bale,3,1,1,1,True,Flood,Barakaley
Budbud,2,0,1,1,True,Conflict,October
War Gaduuda,5,1,2,2,True,Drought,Diinsoor 
Siliga,6,0,1,5,True,Conflict,Cellmay
Kabasa,30,7,8,15,True,Drought,Dinsoor
Qooneey,5,2,1,2,True,Flood,Rabdhuure
Farhantwo,1,0,1,0,True,Drought,Bula xaji 
Kaamka Riiga,12,2,3,7,True,Conflict,Cerigaabo
Qaatumo,4,1,1,2,True,Drought,Celka baar
Camp Ajuran,32,12,10,10,True,Drought,Lafmakeed
Buulo Gudud,5,1,1,3,True,Drought,Reebay
Buule Adow,4,1,1,2,True,Drought,Toosibarakire
Kafarow,4,1,1,2,True,Drought,Awdinle
Lader walalka IDPs,7,3,2,2,True,Drought,Guure
Balanbale IDP,2,1,1,0,True,Drought,Balanbale Village
Abukarini,38,6,12,20,True,Conflict,Sabiib
Eleemow,5,2,2,1,True,Drought,Sarman dheer
War-Garas,3,1,1,1,True,Drought,Buulo-Fuur
Macruuf IDP,3,1,1,1,True,Drought,Ethiopia
Maxaa Deex,40,16,12,12,True,Flood,Far barki 
Bulo Gurun,3,1,1,1,True,Drought,Gelgel
Alaziz,35,7,12,16,True,Conflict,Awdhigle
Al Nasiib,30,6,9,15,True,Conflict,Awdigle
Hoogar I Maandow,6,2,3,1,True,Conflict,Goof Gaduud Buuray
Buur Edoy,5,1,1,3,True,Drought,Daynuunay 
Galayrada,1,1,0,0,True,Drought,Moofi
Jowhar Soomaali,77,15,25,37,True,Drought,Maguurto iyo Balcaano
Warshiidle,2,1,1,0,True,Drought,Warshiidle village 
Alla Aamin1,5,1,1,3,True,Drought,doonkudle
Buulo Abag,5,3,1,1,True,Drought,Buulo Abag
Wadajir,9,2,3,4,True,Drought,Rasag
Mitaano Ween,5,1,2,2,True,Drought,Kurman
Tuulo Celdhere,72,12,30,30,True,Drought,"Nusdariiq 
Irida "
Kishaadi,2,0,2,0,True,Drought,Horseed village
Adable Weyne,8,2,2,4,True,Drought,Buulo-Gomor
Lamo Warood,4,1,1,2,True,Drought,Duuray
Awadon,3,1,1,1,True,Conflict,October
Wargalole,1,0,1,0,True,Drought,Wargalole Village
Camp Bashi,20,3,4,13,True,Conflict,Janaale and Awdheegle
Salama 1,6,1,1,4,True,Drought,Cagaaran
Yabaal,18,3,5,10,True,Conflict,Sabiib and caanoole
Garas Goof,4,1,1,2,True,Drought,Uffurow
Shiid Bileer,4,1,2,1,True,Drought,Jawari
Hiidoorow,23,5,7,11,True,Conflict,Sabiib and caanoole
Awoodimow,5,1,1,3,True,Drought,Diinsoor 
Bunay,5,1,2,2,True,Drought,Gurbaan
Mowkubow,6,2,2,2,True,Drought,Saakow 
Uurtaalo,1,0,1,0,True,Conflict,October
Qootey,41,11,12,18,True,Drought,Adabla weyn
Yahole,3,1,1,1,True,Drought,Dhanfaruur village
Albaraka,30,3,7,20,True,Conflict,Halkaanto
Reeboy,5,1,0,4,True,Eviction,Ceelbur
Jiracle,32,12,10,10,True,Drought,Bursagar 
Najax,40,10,15,15,True,Drought,Gadondhawe 
Muruq Maal,17,5,7,5,True,Conflict,Awdheegle
Warsans,16,2,5,9,True,Conflict,Liimoole
Ceel Laxeli,6,2,2,2,True,Drought,Awdinle
Jilelow Camp,3,1,1,1,True,Drought,Biile 1
Nuurkaa,4,1,1,2,True,Drought,Mubashar
Fanole,16,3,4,9,True,Conflict,Welmaro
Garmadow IDP,4,0,1,3,True,Drought,Babaa
Hangoodle,12,2,4,6,True,Drought,Sakow
Ceynabo,3,1,1,1,True,Drought,deefoow
Burqa,6,2,2,2,True,Drought,Buulo Ismail
Morgaabey,2,1,1,0,True,Drought,Morgaabey Village 
Tuugsoy,2,1,1,0,True,Drought,Safarnolaay
Biyo-Fadhi,4,1,1,2,True,Drought,Salkudhooble village
Quresh,34,6,11,17,True,Conflict,Raqeyle
Buulo-Fuur,3,1,1,1,True,Drought,Iidey
Reidaba,4,1,1,2,True,Drought,Reidaba
Bayow,5,1,2,2,True,Drought,Abal
Hamdi,8,2,2,4,True,Conflict,basra
Abaq Haluul,4,1,1,2,True,Drought,Hanana 1
Farak,5,1,1,3,True,Drought,Qaydarbaaye village
